model,estimator,theta,path_index,levels,maximum_depth,physical_depth_budget,trials,bias,median_absolute_error,rmse,q90_absolute_error,branch_failure_rate,tail_rmse_slope,tail_rmse_slope_r_squared
gate,anchored,0.173,1,7,127,63232,512,0.0011536190503194932,0.0015949118078713576,0.006017416096322868,0.009243428651738769,0.203125,0.17737809708951188,0.7378346942036682
gate,anchored,0.173,1,8,255,128512,512,0.003401281083793617,0.005639582262949,0.008495336488263653,0.011799567858223114,0.25390625,0.17737809708951188,0.7378346942036682
gate,anchored,0.173,1,9,511,259328,512,0.004396079336506292,0.005289994039342494,0.008659506777833592,0.012529927515445839,0.205078125,0.17737809708951188,0.7378346942036682
gate,anchored,0.173,2,3,7,2816,512,0.00151264845670257,0.005351790470619705,0.00977481164882227,0.014739057817921146,0.208984375,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,4,15,6656,512,0.0016337030058319324,0.0032789529096590997,0.010054227294983195,0.008146126591211512,0.1796875,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,5,31,14592,512,-4.078135050811227e-05,0.0017427194759290776,0.004871950316534871,0.004899032582353051,0.19140625,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,6,63,30720,512,0.000650697257613686,0.0015329251994329607,0.006693164883904526,0.0071982477701589,0.1953125,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,7,127,63232,512,0.0012384457127695148,0.00015865019786262535,0.005428116207120394,0.007007331722814258,0.197265625,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,8,255,128512,512,0.00304070336897444,0.004893299575929724,0.007592319539603105,0.011799567858223114,0.193359375,0.13883762136506395,0.4726246582963871
gate,anchored,0.173,2,9,511,259328,512,0.003822660826659996,0.005289994039342494,0.008329874340814905,0.012132095460857164,0.205078125,0.13883762136506395,0.4726246582963871
gate,anchored,0.231,0,3,7,2816,512,-0.0025865477347688237,0.006600524743586217,0.017149724509582125,0.030400531840089867,0.048828125,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,4,15,6656,512,-0.006403631275563149,0.005867927231641978,0.015609453583179788,0.02156048976068048,0.02734375,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,5,31,14592,512,-0.004522456810214653,0.0020518047226407987,0.01673028887408074,0.009109656786607898,0.033203125,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,6,63,30720,512,-0.007165719734058107,0.0037417842886509345,0.019966735558830585,0.04934595483193847,0.029296875,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,7,127,63232,512,-0.007560485869911371,0.0040010252685278025,0.02096228684188448,0.04547287478800438,0.06640625,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,8,255,128512,512,-0.00538612868058988,0.003080532974858191,0.019328291982293685,0.0429249500668927,0.080078125,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,0,9,511,259328,512,-0.004371682727890958,0.005695336914299437,0.02049801034140885,0.04348810971724329,0.10546875,-0.0003242397936207055,7.251456764245656e-05
gate,anchored,0.231,1,3,7,2816,512,-0.004115335824700556,0.006600524743586217,0.017360418071205516,0.031338343762403215,0.0390625,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,4,15,6656,512,-0.005842774030292097,0.005003522326014809,0.01538511685205168,0.02156048976068048,0.05078125,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,5,31,14592,512,-0.005166176980407833,0.0021042114745859486,0.01760297796944328,0.008791730028262173,0.041015625,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,6,63,30720,512,-0.0071076100556569655,0.0031511810994606093,0.019507506573638686,0.04718463334739318,0.044921875,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,7,127,63232,512,-0.006601106499456083,0.0040010252685278025,0.02123387915367313,0.04804003375571457,0.06640625,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,8,255,128512,512,-0.005262030438653836,0.005123925362334747,0.01935300843727549,0.0417637458143914,0.06640625,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,1,9,511,259328,512,-0.0038874442175928225,0.005695336914299437,0.01921801081502743,0.03884363905161681,0.099609375,-0.01914733339564018,0.14208736575519432
gate,anchored,0.231,2,3,7,2816,512,-0.0036815307830269928,0.006600524743586217,0.015502824891475826,0.027173927260217043,0.041015625,0.013427423468626661,0.01971174340461157
gate,anchored,0.231,2,4,15,6656,512,-0.006968489648977533,0.0046522228579882335,0.017121385092141953,0.03754187402080618,0.03125,0.013427423468626661,0.01971174340461157
gate,anchored,0.231,2,5,31,14592,512,-0.005951155894073662,0.0021576485045289584,0.01859653082985172,0.05165968614546036,0.046875,0.013427423468626661,0.01971174340461157
gate,anchored,0.231,2,6,63,30720,512,-0.008386261456304694,0.00284700158771492,0.02117302133448246,0.05046565618405489,0.029296875,0.013427423468626661,0.01971174340461157
gate,anchored,0.231,2,7,127,63232,512,-0.004603942911958314,0.0040010252685278025,0.017485131932313974,0.016369500282660876,0.05078125,0.013427423468626661,0.01971174340461157
gate,anchored,0.231,2,8,255,128512,512,-0.005460091833849129,0.004480200904096315,0.02041945334588671,0.04620043214177691,0.0859375,0.013427423468626661,0.01971174340461157
