graph_id,depth,snapshot,truth_gap,center,scale,lower,upper,decision,truth_sign,covered
n08_g04_accbc3bcabae,4,primary_2,0.0006376763661337095,0.0003981487510890925,0.0018108931656434964,-6.281586032067855e-05,0.0008591133624988635,0,1,True
n08_g05_5e02264f8b52,2,primary_0,0.0016122983728265694,0.001723408236733922,0.0036992815181387004,0.0007817525389511089,0.0026650639345167353,1,1,True
n08_g05_5e02264f8b52,2,primary_1,0.0012505453226977032,0.001723408236733922,0.0036992815181387004,0.0007817525389511089,0.0026650639345167353,1,1,True
n08_g05_5e02264f8b52,2,primary_2,0.0015854770031930388,0.001723408236733922,0.0036992815181387004,0.0007817525389511089,0.0026650639345167353,1,1,True
n08_g05_5e02264f8b52,3,primary_0,0.00042208953972574267,0.0005117042798247666,0.0028173595569523885,-0.00020545732750322369,0.001228865887152757,0,1,True
n08_g05_5e02264f8b52,3,primary_1,0.0002726692489012387,0.0005117042798247666,0.0028173595569523885,-0.00020545732750322369,0.001228865887152757,0,1,True
n08_g05_5e02264f8b52,3,primary_2,0.00039834391475318705,0.0005117042798247666,0.0028173595569523885,-0.00020545732750322369,0.001228865887152757,0,1,True
n08_g05_5e02264f8b52,4,primary_0,0.0001759592082714158,0.00021488624846277644,0.0005443098137600867,7.633165753124358e-05,0.00035344083939430927,1,1,True
n08_g05_5e02264f8b52,4,primary_1,4.074882115872843e-05,0.00021488624846277644,0.0005443098137600867,7.633165753124358e-05,0.00035344083939430927,1,1,False
n08_g05_5e02264f8b52,4,primary_2,0.00015581871745414802,0.00021488624846277644,0.0005443098137600867,7.633165753124358e-05,0.00035344083939430927,1,1,True
n10_g02_42a9919b3b0f,2,primary_0,7.945300965430172e-05,0.00019975069544608012,0.00229566738351083,-0.00038461366322668517,0.0007841150541188454,0,1,True
n10_g02_42a9919b3b0f,2,primary_1,4.9496273307486236e-05,0.00019975069544608012,0.00229566738351083,-0.00038461366322668517,0.0007841150541188454,0,1,True
n10_g02_42a9919b3b0f,2,primary_2,7.099463335012907e-05,0.00019975069544608012,0.00229566738351083,-0.00038461366322668517,0.0007841150541188454,0,1,True
n10_g02_42a9919b3b0f,3,primary_0,-2.2705962648823645e-05,1.0436930483263525e-05,0.0003189794106619944,-7.075958782778458e-05,9.163344879431163e-05,0,-1,True
n10_g02_42a9919b3b0f,3,primary_1,-1.2931482303888981e-05,1.0436930483263525e-05,0.0003189794106619944,-7.075958782778458e-05,9.163344879431163e-05,0,-1,True
n10_g02_42a9919b3b0f,3,primary_2,-1.3806713411736692e-05,1.0436930483263525e-05,0.0003189794106619944,-7.075958782778458e-05,9.163344879431163e-05,0,-1,True
n10_g02_42a9919b3b0f,4,primary_0,5.759237296290511e-06,8.114769945466105e-06,0.00012751080374826158,-2.4343228800958215e-05,4.0572768691890425e-05,0,1,True
n10_g02_42a9919b3b0f,4,primary_1,4.511237879825875e-06,8.114769945466105e-06,0.00012751080374826158,-2.4343228800958215e-05,4.0572768691890425e-05,0,1,True
n10_g02_42a9919b3b0f,4,primary_2,6.35397127162385e-06,8.114769945466105e-06,0.00012751080374826158,-2.4343228800958215e-05,4.0572768691890425e-05,0,1,True
n10_g04_340fc3fb121f,2,primary_0,0.0003115154253403122,0.0003357695951424494,0.002089898034506746,-0.0001962159761985942,0.000867755166483493,0,1,True
