method,replicate,evaluation,params,score,approximation_ratio_unconditional,optimal_probability,feasible_probability,expected_feasible_size_unconditional,expected_size_given_feasible
random_search,1,263,"[1.9689315163562209, 2.023687834138501, 2.3166299191531463, 2.0037879193313906, 5.24167418676798]",0.001290294631403424,0.001074607948207287,0.00011981337941037824,0.0018573333834354241,0.004298431792829148,2.3143027693168023
random_search,1,264,"[1.9501973552559762, 0.19098448940210985, 2.2974377727023936, 4.765982202827341, 2.626225703049599]",0.0035008705926646167,0.0029308217840595756,0.0004378682215598318,0.004605817532150828,0.011723287136238303,2.545321662094537
random_search,1,265,"[1.9869762801111213, 2.1906464767232814, 1.2374510848043931, 3.045815714688074, 3.6244941484003688]",1.9391902327428262e-05,1.584450640481528e-05,5.621861129771111e-06,2.1419306401702028e-05,6.337802561926112e-05,2.9589205378856227
random_search,1,266,"[3.2834670864322435, 0.07535956691545262, 3.1081249152943378, 6.251189555334134, 4.009098503999056]",0.0006460035472081036,0.0005282659672477099,0.00014247270007332417,0.0008211940494206272,0.0021130638689908395,2.5731602298892184
random_search,1,267,"[3.367835719835081, 3.109474761249655, 2.1156488382196565, 2.661025048905137, 2.9972566550606157]",0.20318860269136874,0.15333654100284427,0.001120575611960704,0.4957191778553431,0.6133461640113771,1.2372855265856972
random_search,1,268,"[3.615692648095478, 2.367840286449164, 3.091484541777732, 4.703310857267413, 2.3264731648241037]",0.0025175064420046456,0.002072096758275035,0.0001810878568870315,0.004001377195078525,0.00828838703310014,2.071383583455817
random_search,1,269,"[1.4018198564914592, 2.2945116694385166, 0.6958617832866618, 5.7535129461006616, 5.548449438727305]",0.003028678667044151,0.00249605686975009,0.00041741047325546303,0.004282691789801954,0.00998422747900036,2.3312972235767786
random_search,1,270,"[3.7379464987837663, 1.1441306882677251, 1.7651784987056538, 1.0351073327947118, 0.6022628966051086]",0.002520920762014497,0.002102250727572732,0.0002884338640037974,0.0034656156844081556,0.008409002910290928,2.4264095260542384
random_search,1,271,"[2.500720994316482, 0.5037489600504598, 2.063094406075701, 2.6973515523716953, 1.4198608895564606]",0.015856094711726863,0.013102381661314784,0.0035404930965313632,0.018685897762792374,0.052409526645259136,2.8047636410393797
random_search,1,272,"[2.607780630191262, 2.2325671716278843, 2.6409589142222036, 5.765588142475794, 5.198405932842281]",0.0023403532959458398,0.0019564090327076557,0.00015811065297469598,0.0034441659999450997,0.007825636130830623,2.272142553801229
random_search,1,273,"[3.585738185612491, 1.1097261054774195, 1.4906129926231848, 0.6587779563330477, 6.264184734378336]",0.003920393825221006,0.003188445576207209,0.0006691401869982422,0.005646632022642371,0.012753782304828836,2.258652990612382
random_search,1,274,"[3.1757704688015815, 0.8045558121662393, 0.8489379909579996, 0.9090796244016311, 3.17518989989835]",0.0010965738917597411,0.0008923387136742025,0.0002620082307342762,0.0013873312040196947,0.00356935485469681,2.5728209993077753
random_search,1,275,"[1.8813717980686104, 2.4272698194217726, 0.17814179973256994, 5.735797575717512, 1.0067074609513877]",0.0042328301346802955,0.0034192191205501613,0.0007654787115608635,0.00622241336239918,0.013676876482200645,2.1980019143130733
random_search,1,276,"[2.511335526124916, 2.146474718148629, 0.4996357860925861, 4.575526686048835, 6.0241269387944545]",0.0025771218671043466,0.002070967036216401,6.721128899827447e-05,0.004893520086383772,0.008283868144865604,1.6928239791873914
random_search,1,277,"[2.8851080052474, 2.8705028723101718, 2.2651850238666764, 5.376103386713045, 4.520382816511327]",0.0005501278363446894,0.0004565733538355927,7.28479647079372e-05,0.0007534249133211241,0.0018262934153423708,2.42398861924011
random_search,1,278,"[2.308400165171227, 0.7770711424354337, 2.6187045704934997, 5.036337039839458, 3.330200448611534]",0.011026431071304783,0.008998194158769705,0.0033158710991925194,0.011992691377369472,0.03599277663507882,3.0012259552512246
random_search,1,279,"[3.499285929645307, 0.7747647995716578, 1.8073815333718772, 5.418124787139663, 1.4119690302662624]",0.22872670837114312,0.1498723480922287,0.0001949843011645972,0.7880561420362325,0.5994893923689149,0.7607191421919685
random_search,1,280,"[1.86784996612522, 1.9762629829475418, 0.661932863885786, 2.1822521995265647, 3.4497181295753556]",0.0010829960635406744,0.000888500547811806,0.0002903784330387808,0.0012190090746917318,0.003554002191247224,2.915484605515324
