estimator,theta,curvature,depth,duration,physical_depth_budget,trials,bias,deterministic_bias,rmse,median_absolute_error,q90_absolute_error,crossover_xi,normalized_absolute_deterministic_bias
amplified_rtr,0.317,0.0,31,31.0,47616,4096,7.966223925649072e-06,0.0,0.0010723106277088063,0.00070455751052656,0.0017736558796206114,0.0,0.0
amplified_rtr,0.317,0.0,63,63.0,96768,4096,-4.94105193839188e-06,0.0,0.0005792685996998913,0.00038251310884068745,0.0009553135781479871,0.0,0.0
amplified_rtr,0.317,0.0,127,127.0,195072,4096,-3.451279296029939e-06,0.0,0.000298225452352125,0.00020003358855061326,0.0004905016600187662,0.0,0.0
amplified_rtr,0.317,0.0,255,255.0,391680,4096,1.1429088101623085e-06,0.0,0.00016004438588049049,0.00010848882481107047,0.0002628469240322784,0.0,0.0
amplified_rtr,0.317,1e-09,1,1.0,1536,4096,0.00044834084469853874,-5e-10,0.0359567570847337,0.024305590569643765,0.059239306007201536,1e-09,5e-10
amplified_rtr,0.317,1e-09,3,3.0,4608,4096,-0.00016538978568452983,-4.500000000000001e-09,0.012410345619480047,0.008083880511357333,0.02051535670649246,2.7e-08,1.3500000000000002e-08
amplified_rtr,0.317,1e-09,7,7.0,10752,4096,9.898253802014929e-05,-2.45e-08,0.005854239021391216,0.004005674788352842,0.009652747262709427,3.4300000000000004e-07,1.7150000000000002e-07
amplified_rtr,0.317,1e-09,15,15.0,23040,4096,8.795134880254927e-06,-1.1250000000000002e-07,0.002754662421922334,0.0018708251426773903,0.004566033346435933,3.3750000000000003e-06,1.6875000000000004e-06
amplified_rtr,0.317,1e-09,31,31.0,47616,4096,-6.023162883984031e-06,-4.805e-07,0.0010644530542377121,0.0006941705091518258,0.001760422769985115,2.9791000000000003e-05,1.48955e-05
amplified_rtr,0.317,1e-09,63,63.0,96768,4096,3.6620272255479132e-06,-1.9845000000000002e-06,0.0005803172266556621,0.0003830445596773313,0.0009648624240194414,0.00025004700000000004,0.00012502350000000002
amplified_rtr,0.317,1e-09,127,127.0,195072,4096,-1.3046656645828637e-05,-8.0645e-06,0.00029950293097310237,0.00019901307570796556,0.000492241603014143,0.002048383,0.0010241915
amplified_rtr,0.317,1e-09,255,255.0,391680,4096,-3.458623212715891e-05,-3.25125e-05,0.00016143462786752857,0.00010816719136055863,0.00026644421409122154,0.016581375000000002,0.0082906875
amplified_rtr,0.317,3e-09,1,1.0,1536,4096,0.0006662458717300684,-1.5e-09,0.03658511440835677,0.024679707992025623,0.05976713412964679,3e-09,1.5e-09
amplified_rtr,0.317,3e-09,3,3.0,4608,4096,-0.0001916088670098172,-1.35e-08,0.01235276336102703,0.008459965073542991,0.020331753741199637,8.1e-08,4.05e-08
amplified_rtr,0.317,3e-09,7,7.0,10752,4096,4.2709060922439837e-05,-7.35e-08,0.005939055906647671,0.004119295546390872,0.009730758076960472,1.029e-06,5.145e-07
amplified_rtr,0.317,3e-09,15,15.0,23040,4096,-3.031742879205437e-05,-3.3749999999999995e-07,0.0027675092378012154,0.0018909928425961675,0.004489276718625063,1.0125e-05,5.062499999999999e-06
amplified_rtr,0.317,3e-09,31,31.0,47616,4096,1.3124128329835397e-05,-1.4415e-06,0.00105991199893721,0.0007005939667007743,0.0017318208928699674,8.9373e-05,4.46865e-05
amplified_rtr,0.317,3e-09,63,63.0,96768,4096,-1.1147649362513082e-05,-5.953500000000001e-06,0.0005695360287612421,0.0003724791485705259,0.0009259451830074816,0.000750141,0.00037507050000000003
amplified_rtr,0.317,3e-09,127,127.0,195072,4096,-1.780992895101498e-05,-2.4193499999999998e-05,0.0002967420805915054,0.0001976935432055349,0.0004900569393182508,0.006145149,0.0030725744999999995
amplified_rtr,0.317,3e-09,255,255.0,391680,4096,-0.00010466202452602854,-9.753750000000002e-05,0.0001903292939619419,0.00012967935996682778,0.0003115893586048968,0.049744125,0.024872062500000004
amplified_rtr,0.317,1e-08,1,1.0,1536,4096,-0.0011167408089655718,-5.000000000000001e-09,0.036581326727211996,0.024415005758276348,0.060175891147275645,1e-08,5.000000000000001e-09
amplified_rtr,0.317,1e-08,3,3.0,4608,4096,-0.0001113556810185878,-4.499999999999999e-08,0.012388452718622187,0.008366717269482654,0.020479648560922797,2.7e-07,1.3499999999999998e-07
amplified_rtr,0.317,1e-08,7,7.0,10752,4096,0.0001542260952681551,-2.45e-07,0.005727328402971154,0.003760447811077039,0.009494812610725684,3.43e-06,1.7149999999999999e-06
amplified_rtr,0.317,1e-08,15,15.0,23040,4096,4.716337830239277e-05,-1.125e-06,0.0028190065975596803,0.0019326682307229115,0.004685283651644945,3.375e-05,1.6875e-05
amplified_rtr,0.317,1e-08,31,31.0,47616,4096,6.051971586320783e-06,-4.805000000000001e-06,0.001057251566998128,0.0007119949189047514,0.0017428458405353564,0.00029791,0.000148955
amplified_rtr,0.317,1e-08,63,63.0,96768,4096,-2.042396716240285e-05,-1.9844999999999997e-05,0.0005857470028395901,0.00039291263585541913,0.0009607728364792179,0.00250047,0.0012502349999999997
amplified_rtr,0.317,1e-08,127,127.0,195072,4096,-7.957497156014286e-05,-8.064500000000001e-05,0.00030171512380899564,0.00020421975795445468,0.000495596417445926,0.02048383,0.010241915
amplified_rtr,0.317,1e-08,255,255.0,391680,4096,-0.0003239958370564751,-0.000325125,0.00036145614493639314,0.0003224384381415035,0.00052952032398626,0.16581375,0.082906875
amplified_rtr,0.317,3e-08,1,1.0,1536,4096,0.0006690442110453782,-1.4999999999999995e-08,0.035728718330423105,0.024122728362601292,0.057923057426818,3e-08,1.4999999999999995e-08
amplified_rtr,0.317,3e-08,3,3.0,4608,4096,-6.034736961982109e-05,-1.3499999999999998e-07,0.012614571664848244,0.00835924120945189,0.020808460593598727,8.1e-07,4.0499999999999993e-07
amplified_rtr,0.317,3e-08,7,7.0,10752,4096,-5.007677455406016e-05,-7.35e-07,0.005923712242592909,0.0039921084888503156,0.009679545303003051,1.029e-05,5.145e-06
amplified_rtr,0.317,3e-08,15,15.0,23040,4096,-1.740829927781872e-05,-3.3749999999999995e-06,0.002796983306788943,0.001871262224788145,0.004613633498859487,0.00010125,5.062499999999999e-05
amplified_rtr,0.317,3e-08,31,31.0,47616,4096,-3.206576582539289e-05,-1.4415000000000002e-05,0.0010662027452616424,0.000724070514557057,0.0017428921622131832,0.0008937299999999999,0.00044686500000000007
amplified_rtr,0.317,3e-08,63,63.0,96768,4096,-5.719823200808195e-05,-5.953499999999999e-05,0.0005813722505571092,0.00038775033347202004,0.0009698198923209778,0.007501409999999999,0.0037507049999999996
amplified_rtr,0.317,3e-08,127,127.0,195072,4096,-0.00023699337469466572,-0.00024193499999999993,0.00037569322586512074,0.000261027673558234,0.0006128350849291808,0.06145149,0.030725744999999992
amplified_rtr,0.317,3e-08,255,255.0,391680,4096,-0.0009720542342524214,-0.0009753750000000001,0.0009862683320561998,0.0009688577063507453,0.0011927620643954473,0.49744124999999995,0.24872062500000003
amplified_rtr,0.317,1e-07,1,1.0,1536,4096,0.00012258673608676044,-5.0000000000000004e-08,0.03621311311891466,0.024827809226224767,0.059322860858424475,1e-07,5.0000000000000004e-08
amplified_rtr,0.317,1e-07,3,3.0,4608,4096,-0.00019983878265721988,-4.499999999999999e-07,0.012369183697451113,0.00831417152634023,0.020384075930395956,2.7e-06,1.3499999999999996e-06
amplified_rtr,0.317,1e-07,7,7.0,10752,4096,2.990190980841018e-05,-2.45e-06,0.005713280924269942,0.0038563945432895375,0.00946799894668679,3.43e-05,1.715e-05
amplified_rtr,0.317,1e-07,15,15.0,23040,4096,3.469922167701911e-05,-1.1249999999999997e-05,0.002785855107619675,0.0018433249102540739,0.004662718495377416,0.00033749999999999996,0.00016874999999999995
amplified_rtr,0.317,1e-07,31,31.0,47616,4096,-5.274308703654223e-05,-4.8049999999999996e-05,0.001068407138035192,0.0007142345436087771,0.0017626562823601089,0.0029790999999999997,0.0014895499999999999
amplified_rtr,0.317,1e-07,63,63.0,96768,4096,-0.00020804855344188256,-0.00019844999999999997,0.0006147993180404311,0.00041031178373809873,0.001027085509717307,0.025004699999999998,0.012502349999999999
amplified_rtr,0.317,1e-07,127,127.0,195072,4096,-0.000805942293021271,-0.00080645,0.0008549211219031296,0.0008053968933131872,0.0011790374995723218,0.2048383,0.10241915
amplified_rtr,0.317,1e-07,255,255.0,391680,4096,-0.003253028118931154,-0.003251250000000001,0.0032572050310936966,0.003254193739362893,0.0034618169986295466,1.6581374999999998,0.8290687500000002
amplified_rtr,0.317,3e-07,1,1.0,1536,4096,4.6524100643859664e-05,-1.5e-07,0.03663001001324125,0.02450688464172998,0.060523532246059136,3e-07,1.5e-07
amplified_rtr,0.317,3e-07,3,3.0,4608,4096,-0.0002582212568123314,-1.35e-06,0.012566138370114164,0.008442898971658952,0.02063028183199983,8.1e-06,4.05e-06
amplified_rtr,0.317,3e-07,7,7.0,10752,4096,0.00012053725412816125,-7.350000000000001e-06,0.005761366142581698,0.003933969326122055,0.009525827831786293,0.0001029,5.1450000000000004e-05
amplified_rtr,0.317,3e-07,15,15.0,23040,4096,6.216958053152771e-06,-3.3749999999999994e-05,0.0027886329258978654,0.0018798732453765843,0.004637581429259435,0.0010125,0.0005062499999999999
amplified_rtr,0.317,3e-07,31,31.0,47616,4096,-0.0001520832622335191,-0.00014415,0.0010531433336765379,0.0006904123169502452,0.0017411295900414958,0.0089373,0.00446865
amplified_rtr,0.317,3e-07,63,63.0,96768,4096,-0.000556945422573251,-0.0005953500000000001,0.0007984996217980598,0.0005900502192833224,0.00130390192703142,0.0750141,0.03750705000000001
amplified_rtr,0.317,3e-07,127,127.0,195072,4096,-0.0024311247395557532,-0.0024193500000000002,0.002448697229291276,0.002432111189365954,0.0028017530538006763,0.6145149,0.30725745000000004
amplified_rtr,0.317,3e-07,255,255.0,391680,4096,-0.009751836949886794,-0.00975375,0.009753098849152016,0.009750337232093925,0.009952152991739682,4.9744125,2.4872062500000003
amplified_rtr,0.317,1e-06,1,1.0,1536,4096,0.0004905668053157403,-5e-07,0.03650715004402148,0.024785417375398827,0.059922129587303946,1e-06,5e-07
amplified_rtr,0.317,1e-06,3,3.0,4608,4096,-0.00018773668003916545,-4.5e-06,0.01243847987561402,0.008184069576313624,0.02043909793876464,2.7e-05,1.35e-05
amplified_rtr,0.317,1e-06,7,7.0,10752,4096,-8.838032495922266e-05,-2.4499999999999996e-05,0.005942680700475009,0.0040415936328991875,0.009805817074598155,0.000343,0.00017149999999999997
amplified_rtr,0.317,1e-06,15,15.0,23040,4096,-3.245059308016036e-05,-0.0001125,0.002781543817676652,0.0018642391437612427,0.004589784263582503,0.003375,0.0016875
amplified_rtr,0.317,1e-06,31,31.0,47616,4096,-0.00047705430590310285,-0.00048049999999999986,0.0011911345325416882,0.0008234909095254095,0.0019459020000933136,0.029790999999999998,0.014895499999999996
amplified_rtr,0.317,1e-06,63,63.0,96768,4096,-0.0019809651965812945,-0.0019844999999999997,0.0020555662664960657,0.0019743436357606836,0.0026864905214527557,0.25004699999999996,0.12502349999999998
amplified_rtr,0.317,1e-06,127,127.0,195072,4096,-0.008065921489150871,-0.0080645,0.008070696968085917,0.008063099025086756,0.00842751172945469,2.048383,1.0241915000000001
amplified_rtr,0.317,1e-06,255,255.0,391680,4096,-0.03250632207674904,-0.0325125,0.032506704346836876,0.03250648542606749,0.03270804989906401,16.581374999999998,8.2906875
direct_depth1_equal_cost,0.317,0.0,1,1.0,1536,4096,0.0010887917297433478,0.0,0.03644293971869208,0.024393706508450463,0.059728362778983496,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,3,1.0,4608,4096,-2.311570095481032e-05,0.0,0.021202327005424088,0.01421532474567952,0.03476071236487932,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,7,1.0,10752,4096,-0.00026530573546204334,0.0,0.01392990353207124,0.00917774511250355,0.023096489176514107,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,15,1.0,23040,4096,0.0001530160898482372,0.0,0.009410082875182831,0.006242159462643865,0.015455046859913057,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,31,1.0,47616,4096,-5.7126578812359785e-05,0.0,0.006371548614266842,0.0043373955247232865,0.010583200007011573,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,63,1.0,96768,4096,-2.9734857957335598e-05,0.0,0.004601137171664675,0.0031602386347738542,0.00758256443245503,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,127,1.0,195072,4096,4.1148596352914174e-05,0.0,0.0032358396968090388,0.002238644114682359,0.005268496120243854,0.0,0.0
direct_depth1_equal_cost,0.317,0.0,255,1.0,391680,4096,-1.6329788716674937e-05,0.0,0.0022987581234796177,0.0016078996629286801,0.003727685948269638,0.0,0.0
