reduction_index,source,graph6,reduced_graph6,n,leaf,neighbour,coverage,total_time,screen_steps,original_success,reduced_success,absolute_difference
413,atlas,Fle__,Dkg,7,6,3,1.0,10.0,120,0.26691440082607054,0.5043028756125113,0.23738847478644076
392,atlas,F~AGG,D~?,7,4,5,1.0,10.0,120,0.5728295810147706,0.8098865285985866,0.237056947583816
393,atlas,F~AGG,D~?,7,6,5,1.0,10.0,120,0.5728295810147706,0.8098865285985866,0.237056947583816
137,atlas,FIo`?,DM?,7,5,2,1.0,10.0,120,0.4853111375870057,0.7222057143349168,0.23689457674791103
138,atlas,FIo`?,DM?,7,6,2,1.0,10.0,120,0.4853111375870057,0.7222057143349168,0.23689457674791103
701,unit_disk,I?T@IoB_G,GD`L_K,10,0,9,1.0,5.0,120,0.4351072312321421,0.6708283250559643,0.23572109382382223
87,atlas,EJy?,C},6,5,0,1.0,5.0,120,0.35328947753038936,0.5887582645292148,0.2354687869988254
22,atlas,DbW,Bo,5,0,1,1.0,5.0,120,0.5230901662679983,0.7575388372825778,0.23444867101457945
47,atlas,E?Fw,C@,6,0,5,1.0,10.0,120,0.439003112104437,0.6724976407925247,0.23349452868808773
48,atlas,E?Fw,C@,6,1,5,1.0,10.0,120,0.439003112104437,0.6724976407925247,0.23349452868808773
49,atlas,E?Fw,C@,6,2,5,1.0,10.0,120,0.439003112104437,0.6724976407925247,0.23349452868808773
102,atlas,Er`o,C^,6,4,0,1.0,5.0,120,0.3561898068334651,0.5887582645292149,0.2325684576957498
552,atlas,Fxv`?,Dfo,7,6,2,1.0,10.0,120,0.5676689403882035,0.7991646704340494,0.2314957300458459
257,atlas,F`?Fw,D`?,7,4,6,1.0,10.0,120,0.5288432607307856,0.7597594577729755,0.2309161970421899
258,atlas,F`?Fw,D`?,7,5,6,1.0,10.0,120,0.5288432607307856,0.7597594577729755,0.2309161970421899
573,atlas,Fxv__,D}w,7,6,3,1.0,5.0,120,0.4927615967814387,0.7228052713359555,0.2300436745545168
321,atlas,F_{Og,D`K,7,2,4,1.0,10.0,120,0.4937063021925814,0.7217680358722725,0.22806173367969107
570,atlas,FzNGG,DzK,7,6,5,1.0,10.0,120,0.46914344305576483,0.6971628964984188,0.22801945344265395
204,atlas,Fpq?_,Du_,7,6,3,1.0,5.0,120,0.6363861515389139,0.8643296926881483,0.22794354114923443
766,unit_disk,KQTGK__cO_}M,IQUPCgP|o,12,6,5,1.0,10.0,120,0.3324145117147351,0.5589867616334394,0.22657224991870434
279,atlas,Fewa?,D}O,7,5,2,1.0,5.0,120,0.3981406403099009,0.6240979723390876,0.22595733202918672
240,atlas,FexA?,DU?,7,5,1,1.0,10.0,120,0.49872708861688997,0.7222057143349163,0.22347862571802635
241,atlas,FexA?,DU?,7,6,1,1.0,10.0,120,0.49872708861688997,0.7222057143349163,0.22347862571802635
178,atlas,FhoI?,DKC,7,6,1,1.0,10.0,120,0.3406509581368581,0.5636989691932071,0.22304801105634897
86,atlas,Eld?,C\,6,5,1,1.0,5.0,120,0.6520639449074739,0.8749708955141827,0.22290695060670884
621,atlas,FBX~o,D]{,7,0,6,1.0,10.0,120,0.48303685517676975,0.7058580496123525,0.2228211944355828
282,atlas,FxSI?,DhC,7,6,1,1.0,10.0,120,0.2899543785240938,0.5114693133121088,0.22151493478801498
0,atlas,Bo,@,3,1,0,1.0,5.0,120,0.7575388372825778,0.9784575555612389,0.22091871827866116
1,atlas,Bo,@,3,2,0,1.0,5.0,120,0.7575388372825778,0.9784575555612389,0.22091871827866116
19,atlas,Dx_,Bo,5,3,2,1.0,10.0,120,0.3725738802174794,0.593143923572217,0.22057004335473762
20,atlas,Dx_,Bg,5,4,0,1.0,10.0,120,0.3725738802174794,0.593143923572217,0.22057004335473762
466,atlas,F~@gG,D~?,7,4,5,1.0,10.0,120,0.5896993561921013,0.8098865285985866,0.22018717240648522
467,atlas,F~@gG,D~?,7,6,5,1.0,10.0,120,0.5896993561921013,0.8098865285985866,0.22018717240648522
44,atlas,EBe?,CX,6,5,0,1.0,5.0,120,0.5740302576603721,0.794169324090696,0.22013906643032388
498,atlas,FhewG,Dhc,7,6,5,1.0,10.0,120,0.5440094802288538,0.7633954027225963,0.21938592249374256
680,unit_disk,HA^Yjx~,FVjvw,9,0,5,1.0,10.0,120,0.5854212247132173,0.804312926848047,0.21889170213482967
222,atlas,FpQO_,Dq_,7,6,3,1.0,5.0,120,0.6118329071907522,0.8299891303728331,0.21815622318208083
462,atlas,F~`_G,D}C,7,4,0,1.0,10.0,120,0.5819362623818654,0.7991646704340477,0.21722840805218235
519,atlas,Fhey?,DL{,7,6,1,1.0,5.0,120,0.6352134490083057,0.8520827327036459,0.2168692836953402
561,atlas,F^mI?,D~c,7,6,1,1.0,5.0,120,0.5060602252741977,0.722805271335955,0.21674504606175726
373,atlas,FXSwG,DXS,7,6,5,1.0,10.0,120,0.2883077993025715,0.5043028756125121,0.21599507630994058
716,unit_disk,I{YFSaPCW,Ges`HK,10,5,0,0.9411764705882353,10.0,120,0.7115515112067943,0.9269253083238914,0.21537379711709714
593,atlas,FlNwG,DlK,7,6,5,1.0,10.0,120,0.5694720978071661,0.7845681192910863,0.21509602148392015
387,atlas,Fv`_G,Dv_,7,6,5,1.0,5.0,120,0.40929902507498284,0.6240979723390873,0.21479894726410442
557,atlas,Flfq?,D\w,7,6,1,1.0,10.0,120,0.4824185195964974,0.697162896498419,0.2147443769019216
412,atlas,FJyH?,DMc,7,6,2,1.0,10.0,120,0.5660218101414752,0.780496583087704,0.21447477294622874
493,atlas,Fxf_G,Dxc,7,6,5,1.0,10.0,120,0.570141218177248,0.7845681192910865,0.21442690111383844
