source,graph6,n,leaf,coverage,original_gap_s_le_0p9,original_argmin_s,reduced_gap_s_le_0p9,reduced_argmin_s,cutoff_gap_distortion,preregistered_gap_distortion
atlas,E@dW,6,2,0.75,0.20030066970279314,0.9,0.16470085443664928,0.9,1.2161483338256573,1.224350557279753
atlas,EG}?,6,3,1.0,0.22474470302452243,0.9,0.2247448713915885,0.9,1.0000007491480947,1.0000000000006248
atlas,EG}?,6,5,0.5,0.22474470302452243,0.9,0.22527527594667518,0.9,1.00236078054349,1.0000061044285764
atlas,E]a?,6,4,1.0,0.6840638160500301,0.52,0.7150264191663727,0.54,1.045262740682776,1.045262740682776
atlas,E]a?,6,5,1.0,0.6840638160500301,0.52,0.7150264191663727,0.54,1.045262740682776,1.045262740682776
atlas,EYWO,6,0,1.0,0.16491697865854604,0.9,0.16470085443664395,0.9,1.0013122228335811,1.0000030683186238
atlas,EYWO,6,5,0.6666666666666666,0.16491697865854604,0.9,0.2252752759466734,0.9,1.365992014764573,1.4117430090717389
atlas,E]_O,6,4,0.75,0.12038601070581922,0.9,0.1647008544366475,0.9,1.3681062564579705,1.4119882685218006
atlas,E]_O,6,5,0.75,0.12038601070581922,0.9,0.16470085443664928,0.9,1.3681062564579853,1.4119882685223344
atlas,EQKo,6,0,1.0,0.7433798293496741,0.5,0.8638475452747836,0.48,1.1620540552337792,1.1620540552337792
atlas,EQKo,6,1,1.0,0.7433798293496741,0.5,0.8638475452747836,0.48,1.1620540552337792,1.1620540552337792
atlas,EsCW,6,1,1.0,0.3227704478760094,0.9,0.3228756555322949,0.9,1.0003259519481347,1.0000006858532386
atlas,EsCW,6,2,1.0,0.3227704478760094,0.9,0.3228756555322949,0.9,1.0003259519481347,1.0000006858532386
atlas,EJe?,6,5,1.0,0.22528353197123163,0.9,0.22527527594667518,0.9,1.000036648604787,1.000000000224844
atlas,EBy?,6,5,0.6666666666666666,0.10726807884559086,0.9,0.02364040910454701,0.9,4.537488263050357,100.5009719883064
atlas,Ehd?,6,5,1.0,0.1646308746772025,0.9,0.1647008544366475,0.9,1.0004250706897002,1.000002105299547
atlas,EB{G,6,0,1.0,0.7122564550762487,0.54,0.7150264191663731,0.54,1.0038889982258257,1.0038889982258257
atlas,EB{G,6,5,1.0,0.7122564550762487,0.54,0.7150264191663727,0.54,1.003888998225825,1.003888998225825
atlas,EhX_,6,0,1.0,0.8142890277843506,0.5,0.8638475452747832,0.48,1.0608610896124677,1.0608610896124677
atlas,EhX_,6,3,1.0,0.8142890277843506,0.5,0.8638475452747836,0.48,1.0608610896124682,1.0608610896124682
atlas,E^_O,6,4,0.6666666666666666,0.16495249392583666,0.9,0.22527527594667518,0.9,1.3656979084412018,1.4117415229854684
atlas,E^_O,6,5,1.0,0.16495249392583666,0.9,0.16470085443664928,0.9,1.0015278578247095,1.0000041209835078
atlas,EJwG,6,0,1.0,0.3227706617971533,0.9,0.3228756555322949,0.9,1.0003252889669618,1.0000006850478664
atlas,EJwG,6,5,1.0,0.3227706617971533,0.9,0.3228756555322949,0.9,1.0003252889669618,1.000000685047926
atlas,E`Xg,6,0,1.0,0.22581310209513727,0.9,0.2252752759466743,0.9,1.0023874175548244,1.0000061046141033
atlas,E`Xg,6,3,1.0,0.22581310209513727,0.9,0.2252752759466734,0.9,1.0023874175548282,1.0000061046137465
atlas,EtaG,6,1,1.0,0.22476940770672904,0.9,0.2247448713915885,0.9,1.0001091740825436,1.0000000150416037
atlas,Eht?,6,5,1.0,0.16467035825367038,0.9,0.1647008544366475,0.9,1.0001851953399539,1.0000010488836253
atlas,EtoO,6,5,1.0,0.2252778711174095,0.9,0.2252752759466734,0.9,1.0000115199980344,1.0000000000745315
atlas,EB}?,6,5,0.5,0.2247437635728371,0.9,0.6319949108691677,0.56,2.812068734731964,63.51392416169465
atlas,EXSg,6,0,1.0,0.757185245693714,0.48,0.8638475452747836,0.48,1.1408668488823341,1.1408668488823341
atlas,Eld?,6,5,1.0,0.22528001706806844,0.9,0.22527527594667518,0.9,1.0000210459020562,1.000000000135049
atlas,EJy?,6,5,1.0,0.48808441761190724,0.58,0.6319949108691677,0.56,1.2948475469907106,1.2948475469907084
atlas,Exd?,6,5,1.0,0.023760076456070145,0.9,0.0236404091045479,0.9,1.005061983106681,1.0000122595966674
atlas,EYOw,6,0,0.6666666666666666,0.10732878548461144,0.9,0.0236404091045479,0.9,4.540056181344329,100.50127295001508
atlas,E~a?,6,4,1.0,0.3228944668890126,0.9,0.3228756555322949,0.9,1.0000582619234226,1.0000000075399822
atlas,E~a?,6,5,1.0,0.3228944668890126,0.9,0.3228756555322949,0.9,1.0000582619234226,1.0000000075399822
atlas,E~_O,6,4,1.0,0.22580772363537704,0.9,0.22527527594667518,0.9,1.002363542499124,1.0000061044651298
atlas,E~_O,6,5,1.0,0.22580772363537704,0.9,0.2252752759466734,0.9,1.002363542499132,1.0000061044649513
atlas,EzW_,6,5,1.0,0.8291913406497204,0.48,0.8638475452747836,0.48,1.0417951839655102,1.0417951839655102
atlas,Ejt?,6,5,1.0,0.16472112075918233,0.9,0.1647008544366475,0.9,1.0001230492859563,1.0000000155771538
atlas,EjsG,6,5,1.0,0.22527591433378102,0.9,0.2252752759466734,0.9,1.0000028338090141,1.000000000023029
atlas,Ez`_,6,4,0.5,0.2247417119579831,0.9,0.6319949108691677,0.56,2.8120944054538626,63.51392416441022
atlas,Eju?,6,5,1.0,0.5633501641719822,0.58,0.6319949108691677,0.56,1.1218509393674896,1.1218509393674896
atlas,Ev`_,6,4,1.0,0.02370310451404123,0.9,0.02364040910454701,0.9,1.0026520441848936,1.0000063269321084
atlas,EXSw,6,0,1.0,0.22529358607988126,0.9,0.2252752759466734,0.9,1.0000812789292164,1.0000000076898576
atlas,E~AG,6,4,0.5714285714285714,0.21710162352899687,0.9,0.41421356237309537,0.9,1.9079247572636024,2.0510867491002736
atlas,Er`o,6,4,1.0,0.4928536865167663,0.56,0.6319949108691677,0.56,1.2823175075259743,1.2823175075259743
atlas,E~H_,6,4,1.0,0.22529050652499194,0.9,0.2252752759466743,0.9,1.0000676087433635,1.0000000076048827
atlas,E~`_,6,4,1.0,0.643337525704347,0.58,0.6319949108691677,0.56,1.0179473198915163,1.017947319891517
atlas,El{G,6,5,1.0,0.02365886452401078,0.9,0.0236404091045479,0.9,1.0007806725924777,1.000001549533881
atlas,EZSw,6,0,1.0,0.5585880832802095,0.56,0.6319949108691677,0.56,1.13141495457241,1.13141495457241
atlas,E~@g,6,4,0.6666666666666666,0.23754684107741753,0.9,0.41421356237309537,0.9,1.7437131998657116,1.7874163384352104
atlas,En{G,6,5,1.0,0.6249246005179185,0.56,0.6319949108691677,0.56,1.0113138614568693,1.0113138614568693
atlas,En}?,6,5,0.8,0.27450848301037567,0.9,0.41421356237309537,0.9,1.5089280951563133,1.5057767590143838
atlas,E~|?,6,5,1.0,0.41499483913242585,0.9,0.41421356237309537,0.9,1.0018861689483425,1.0000060159898754
atlas,F??Fw,7,0,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,F??Fw,7,1,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,F??Fw,7,2,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,F??Fw,7,3,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,F??Fw,7,4,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,F??Fw,7,5,1.0,0.9877270007024901,0.48,0.9999999999999991,0.5,1.0124254974185987,1.0124254974185987
atlas,FhG`?,7,0,0.5,0.22474488034206175,0.9,0.9347560842189926,0.48,4.159187443096784,93.94067265463883
atlas,FhG`?,7,3,1.0,0.22474488034206175,0.9,0.22474487139158938,0.9,1.000000039825035,1.0000000000001785
atlas,FhG`?,7,4,1.0,0.22474488034206175,0.9,0.22474487139158938,0.9,1.000000039825035,1.0000000000001785
atlas,FhG`?,7,5,1.0,0.22474488034206175,0.9,0.22474487139158938,0.9,1.000000039825035,1.0000000000001785
atlas,FhG`?,7,6,1.0,0.22474488034206175,0.9,0.22474487139158938,0.9,1.000000039825035,1.0000000000001785
atlas,FiO`?,7,0,1.0,0.7198235640450719,0.54,0.7150264191663724,0.54,1.0067090456381909,1.0067090456381909
atlas,FiO`?,7,3,1.0,0.7198235640450719,0.54,0.7150264191663733,0.54,1.0067090456381897,1.0067090456381897
atlas,FiO`?,7,4,1.0,0.7198235640450719,0.54,0.7150264191663733,0.54,1.0067090456381897,1.0067090456381897
atlas,FiO`?,7,5,1.0,0.7198235640450719,0.54,0.8638475452747834,0.48,1.2000823374277498,1.2000823374277498
atlas,FiO`?,7,6,1.0,0.7198235640450719,0.54,0.8638475452747834,0.48,1.2000823374277498,1.2000823374277498
atlas,FiOG_,7,0,1.0,0.22466805238232723,0.9,0.22474487139158938,0.9,1.000341922264637,1.0000007687310262
atlas,FiOG_,7,2,1.0,0.22466805238232723,0.9,0.22474487139158938,0.9,1.000341922264637,1.0000007687310262
atlas,FiOG_,7,5,0.5,0.22466805238232723,0.9,0.22474384989781804,0.9,1.0003373755844993,1.000000768707908
atlas,FiOG_,7,6,0.5,0.22466805238232723,0.9,0.22474384989781804,0.9,1.0003373755844993,1.000000768707908
atlas,FiO_G,7,0,1.0,0.7106968199545896,0.54,0.7150264191663729,0.54,1.0060920481001447,1.0060920481001447
atlas,FiO_G,7,3,1.0,0.7106968199545896,0.54,0.7150264191663724,0.54,1.0060920481001443,1.0060920481001443
atlas,FiO_G,7,4,1.0,0.7106968199545896,0.54,0.7150264191663724,0.54,1.0060920481001443,1.0060920481001443
atlas,FiO_G,7,6,1.0,0.7106968199545896,0.54,0.9347560842189924,0.48,1.3152670139690779,1.3152670139690779
atlas,FIo`?,7,0,0.6666666666666666,0.1647756520633301,0.9,0.22474384989781981,0.9,1.3639384647159,1.4117371916157344
atlas,FIo`?,7,3,0.6666666666666666,0.1647756520633301,0.9,0.22474487139158406,0.9,1.3639446640162909,1.4117371916492534
atlas,FIo`?,7,5,1.0,0.1647756520633301,0.9,0.1647008544366475,0.9,1.0004541423111522,1.000001084651371
atlas,FIo`?,7,6,1.0,0.1647756520633301,0.9,0.1647008544366475,0.9,1.0004541423111522,1.000001084651371
atlas,Fk_`?,7,3,1.0,0.8164953215890793,0.48,0.8638475452747836,0.48,1.0579944825569194,1.0579944825569194
atlas,Fk_`?,7,4,1.0,0.8164953215890793,0.48,0.8638475452747836,0.48,1.0579944825569194,1.0579944825569194
atlas,Fk_`?,7,5,1.0,0.8164953215890793,0.48,0.8638475452747834,0.48,1.0579944825569192,1.0579944825569192
atlas,Fk_`?,7,6,1.0,0.8164953215890793,0.48,0.8638475452747834,0.48,1.0579944825569192,1.0579944825569192
atlas,FaOH_,7,0,1.0,0.22474365088354809,0.9,0.2247448713915876,0.9,1.0000054306674948,1.000000000024457
atlas,FaOH_,7,2,1.0,0.22474365088354809,0.9,0.22474384989781804,0.9,1.0000008855167617,1.0000000000008926
atlas,FaOH_,7,5,0.5,0.22474365088354809,0.9,0.5602245440237703,0.56,2.4927268993865956,56.30117994735631
atlas,FEW`?,7,0,0.6666666666666666,0.1646257775798503,0.9,0.22474384989781804,0.9,1.3651801874637037,1.4117402541155946
atlas,FEW`?,7,5,1.0,0.1646257775798503,0.9,0.1647008544366475,0.9,1.0004560455713614,1.0000010846598562
atlas,FEW`?,7,6,1.0,0.1646257775798503,0.9,0.1647008544366475,0.9,1.0004560455713614,1.0000010846598562
atlas,Fk_G_,7,2,1.0,0.4309978000702608,0.58,0.5602245440237708,0.56,1.2998315627885886,1.2998315627885886
atlas,Fk_G_,7,5,1.0,0.4309978000702608,0.58,0.5602245440237703,0.56,1.2998315627885877,1.2998315627885877
atlas,Fk_G_,7,6,1.0,0.4309978000702608,0.58,0.5602245440237703,0.56,1.2998315627885877,1.2998315627885877
atlas,FhCK?,7,5,1.0,0.46093958751143527,0.58,0.5602245440237708,0.56,1.2153968962578472,1.2153968962578472
atlas,FhCK?,7,6,1.0,0.46093958751143527,0.58,0.5602245440237708,0.56,1.2153968962578472,1.2153968962578472
atlas,FsaC_,7,1,1.0,0.22474489192531166,0.9,0.2247448713915876,0.9,1.0000000913645946,1.0
atlas,FsaC_,7,2,1.0,0.22474489192531166,0.9,0.2247448713915876,0.9,1.0000000913645946,1.0
atlas,FsaC_,7,4,1.0,0.22474489192531166,0.9,0.22474487139158938,0.9,1.0000000913645866,1.000000000000357
atlas,FsaC_,7,5,1.0,0.22474489192531166,0.9,0.22474487139158938,0.9,1.0000000913645866,1.000000000000357
atlas,FItA?,7,0,1.0,0.716390026727352,0.54,0.9347560842189926,0.48,1.304814485608058,1.304814485608058
atlas,FItA?,7,2,1.0,0.716390026727352,0.54,0.7150264191663727,0.54,1.0019070729758057,1.0019070729758057
atlas,FItA?,7,5,1.0,0.716390026727352,0.54,0.7150264191663724,0.54,1.001907072975806,1.001907072975806
atlas,FItA?,7,6,1.0,0.716390026727352,0.54,0.7150264191663724,0.54,1.001907072975806,1.001907072975806
atlas,F?Bcw,7,1,1.0,0.8477605558725996,0.5,0.8638475452747834,0.48,1.0189758644593052,1.0189758644593052
atlas,F?Bcw,7,2,1.0,0.8477605558725996,0.5,0.8638475452747834,0.48,1.0189758644593052,1.0189758644593052
atlas,F?Bcw,7,3,1.0,0.8477605558725996,0.5,0.8638475452747836,0.48,1.0189758644593057,1.0189758644593057
atlas,F?Bcw,7,4,1.0,0.8477605558725996,0.5,0.8638475452747836,0.48,1.0189758644593057,1.0189758644593057
atlas,FkoK?,7,2,0.6666666666666666,0.16485160791636488,0.9,0.22474384989781804,0.9,1.3633100261408346,1.411735660326002
atlas,FkoK?,7,3,1.0,0.16485160791636488,0.9,0.16470085443664662,0.9,1.0009153169255491,1.0000021693385293
atlas,FkoK?,7,5,0.6666666666666666,0.16485160791636488,0.9,0.2247438498978216,0.9,1.3633100261408562,1.41173566032575
atlas,FkoK?,7,6,1.0,0.16485160791636488,0.9,0.16470085443664484,0.9,1.00091531692556,1.0000021693387813
atlas,FhG`G,7,0,0.5,0.2247451910029863,0.9,0.2247593294831205,0.9,1.0000629089328725,1.0000000075769018
atlas,FhG`G,7,3,1.0,0.2247451910029863,0.9,0.22474487139158672,0.9,1.000001422107644,1.0000000000095508
atlas,FhG`G,7,4,1.0,0.2247451910029863,0.9,0.22474487139158672,0.9,1.000001422107644,1.0000000000095508
atlas,FMpA?,7,2,1.0,0.7087537139813853,0.54,0.7150264191663733,0.54,1.0088503313086734,1.0088503313086734
atlas,FMpA?,7,5,1.0,0.7087537139813853,0.54,0.7150264191663724,0.54,1.008850331308672,1.008850331308672
atlas,FMpA?,7,6,1.0,0.7087537139813853,0.54,0.7150264191663724,0.54,1.008850331308672,1.008850331308672
atlas,FhoI?,7,3,0.5,0.22474384751544463,0.9,0.7031841094451774,0.56,3.128824736333901,70.66826240349836
atlas,FhoI?,7,5,1.0,0.22474384751544463,0.9,0.22474384989781804,0.9,1.0000000106003943,1.0000000000005356
atlas,FhoI?,7,6,1.0,0.22474384751544463,0.9,0.22474487139159116,0.9,1.0000045557471666,1.0000000000231182
atlas,FhoGO,7,3,0.6666666666666666,0.16470663497175408,0.9,0.2247593294831205,0.9,1.3646039792001396,1.4117387282220935
atlas,FhoGO,7,5,1.0,0.16470663497175408,0.9,0.16470085443664928,0.9,1.0000350971773921,1.0000000038105854
atlas,FhoGO,7,6,1.0,0.16470663497175408,0.9,0.16470085443664928,0.9,1.0000350971773921,1.0000000038105854
atlas,FHAgg,7,0,1.0,0.16462671683665064,0.9,0.16470085443665106,0.9,1.0004503375966245,1.0000010833510986
atlas,FHAgg,7,1,0.6666666666666666,0.16462671683665064,0.9,0.22474384989782337,0.9,1.3651723986017616,1.4117402522673632
atlas,FHAgg,7,4,1.0,0.16462671683665064,0.9,0.16470085443665106,0.9,1.0004503375966245,1.0000010833513506
atlas,FiG`G,7,0,1.0,0.22527512200936606,0.9,0.22527527594667252,0.9,1.0000006833302546,1.0000000000005356
atlas,FiG`G,7,3,1.0,0.22527512200936606,0.9,0.22527527594667696,0.9,1.0000006833302741,1.0000000000000893
atlas,FiG`G,7,4,1.0,0.22527512200936606,0.9,0.2247448713915876,0.9,1.0023593446849097,1.000006104427773
atlas,FbW`?,7,0,1.0,0.8214619150212346,0.48,0.9347560842189926,0.48,1.137917738030289,1.137917738030289
atlas,FbW`?,7,5,1.0,0.8214619150212346,0.48,0.8638475452747834,0.48,1.0515978032316362,1.0515978032316362
atlas,FbW`?,7,6,1.0,0.8214619150212346,0.48,0.8638475452747834,0.48,1.0515978032316362,1.0515978032316362
atlas,FiO`G,7,0,1.0,0.32287299535558134,0.9,0.3228756555322967,0.9,1.0000082390808573,1.0000000008484404
atlas,FiO`G,7,3,1.0,0.32287299535558134,0.9,0.3228756555322976,0.9,1.00000823908086,1.0000000008488579
atlas,FiO`G,7,4,1.0,0.32287299535558134,0.9,0.3228756555322976,0.9,1.00000823908086,1.0000000008488579
atlas,FMoG_,7,2,0.5,0.22474272061510625,0.9,0.5602245440237708,0.56,2.492737217430102,56.301179948140316
atlas,FMoG_,7,5,1.0,0.22474272061510625,0.9,0.22474384989781981,0.9,1.000005024779937,1.000000000014817
atlas,FMoG_,7,6,1.0,0.22474272061510625,0.9,0.22474384989781981,0.9,1.000005024779937,1.000000000014817
atlas,Fg?hg,7,0,1.0,0.5361449499941964,0.58,0.7031841094451778,0.56,1.3115559690579752,1.3115559690579752
atlas,Fg?hg,7,3,1.0,0.5361449499941964,0.58,0.5602245440237703,0.56,1.0449124700882375,1.0449124700882375
atlas,Fg?hg,7,4,1.0,0.5361449499941964,0.58,0.5602245440237703,0.56,1.0449124700882375,1.0449124700882375
atlas,Fko`?,7,3,1.0,0.22527432121360036,0.9,0.22474384989781981,0.9,1.0023603374064372,1.0000061044279516
atlas,Fko`?,7,5,1.0,0.22527432121360036,0.9,0.22527527594667696,0.9,1.0000042380910148,1.0000000000245464
atlas,Fko`?,7,6,1.0,0.22527432121360036,0.9,0.22527527594667696,0.9,1.0000042380910148,1.0000000000245464
atlas,Fpq?_,7,5,1.0,0.22475949074674695,0.9,0.2247448713915956,0.9,1.000065048670792,1.000000007587702
atlas,Fpq?_,7,6,1.0,0.22475949074674695,0.9,0.2247593294831267,0.9,1.0000007174946668,1.0000000000014282
atlas,FMoa?,7,5,0.5,0.2247450229293637,0.9,0.5638397561332846,0.54,2.508797519892117,56.66449981397856
atlas,FMoa?,7,6,1.0,0.2247450229293637,0.9,0.22474487139158583,0.9,1.0000006742657883,1.0000000000041953
atlas,Fpq?G,7,3,0.5555555555555556,0.18757004007870925,0.9,0.20367952203684148,0.9,1.0858851549606336,1.108577511784147
atlas,Fpq?G,7,6,0.5555555555555556,0.18757004007870925,0.9,0.20367952203684148,0.9,1.0858851549606336,1.1085775117843677
atlas,Fpa?g,7,1,1.0,0.1646988971925154,0.9,0.16470085443664484,0.9,1.0000118837719183,1.0000000026172573
atlas,Fpa?g,7,4,1.0,0.1646988971925154,0.9,0.1647008544366404,0.9,1.0000118837718914,1.0000000026180134
atlas,FhoG_,7,5,1.0,0.5716401646922833,0.56,0.5602245440237708,0.56,1.0203768663659767,1.0203768663659767
atlas,FhoG_,7,6,1.0,0.5716401646922833,0.56,0.7031841094451778,0.56,1.2301166938185761,1.2301166938185761
atlas,FhD@G,7,0,1.0,0.4415016587737144,0.56,0.5602245440237708,0.56,1.2689069970423512,1.2689069970423512
atlas,FhD@G,7,4,1.0,0.4415016587737144,0.56,0.5638397561332846,0.54,1.2770954421765217,1.2770954421765217
atlas,FhoGG,7,3,0.625,0.1896276961037895,0.9,0.20367952203684325,0.9,1.0741021813889609,1.0893063010356772
atlas,FhoGG,7,6,0.625,0.1896276961037895,0.9,0.20367952203684503,0.9,1.0741021813889702,1.0893063010352433
atlas,FIo`G,7,0,0.625,0.1833944796160445,0.9,0.20367952203684148,0.9,1.1106087951134944,1.099931433183189
atlas,FIo`G,7,3,0.75,0.1833944796160445,0.9,0.22474487139158938,0.9,1.2254723907836063,1.226896807358047
atlas,Fh_gG,7,3,1.0,0.53908713849478,0.58,0.5602245440237708,0.56,1.039209626829551,1.0392096268295536
atlas,Fh_gG,7,6,1.0,0.53908713849478,0.58,0.5602245440237708,0.56,1.039209626829551,1.0392096268295536
atlas,FpQO_,7,4,0.5,0.22474370274663436,0.9,0.5638397561332846,0.54,2.5088122569953892,56.664499815576846
atlas,FpQO_,7,6,1.0,0.22474370274663436,0.9,0.2247438498978216,0.9,1.000000654751103,1.000000000000714
atlas,FXAGg,7,1,1.0,0.2247426476939811,0.9,0.22474384989782337,0.9,1.000005349246592,1.0000000000332046
atlas,FXAGg,7,4,1.0,0.2247426476939811,0.9,0.22474384989782337,0.9,1.000005349246592,1.0000000000328475
