regime,tau,surrogate_max_gram_error,prefix_max_gram_error,max_error_improvement,surrogate_relative_frobenius_error,prefix_relative_frobenius_error,frobenius_improvement,case_passes
perturbed,0.05,0.0004998625283629597,0.06324284223742226,126.52047042722198,0.00033679865075782927,0.05482756039637831,162.790320783682,True
perturbed,0.1,0.0008113485168456909,0.0645262597032586,79.52964523078158,0.000516495490212015,0.0554111740337824,107.28297745840297,True
perturbed,0.15000000000000002,0.0011275359193843647,0.06576082528084541,58.32259899689126,0.0007054542558899587,0.055983924468592045,79.35868839286552,True
perturbed,0.2,0.0014431767575963002,0.06694388901283953,46.38647945268929,0.0008975681365679376,0.05654371209510591,62.99656793891332,True
perturbed,0.25,0.0017558195022404437,0.0680729656377401,38.76991088826516,0.0010906745892592664,0.057088458214560704,52.34233819762174,True
perturbed,0.3,0.0020636565920231623,0.0691457438106185,33.50641966201827,0.0012836518377469185,0.05761611518733797,44.88453449220817,True
perturbed,0.35000000000000003,0.0023650821837254534,0.07016009412172175,29.664970885369524,0.0014757286053690075,0.05812467670589574,39.387104440766464,True
perturbed,0.4,0.002658569885882308,0.07111407586140948,26.74899623253975,0.0016662684353297228,0.05861218815288285,35.17571773559079,True
perturbed,0.45,0.0029426366324702665,0.07200594248955557,24.469872255042397,0.0018546895507216736,0.0590767569922744,31.852639148846876,True
perturbed,0.5,0.003215835601662411,0.07283414577711309,22.648591159156837,0.0020404320319021237,0.05951656312442775,29.16860850735883,True
perturbed,0.55,0.003486027468678874,0.07359733859711133,21.112093710782798,0.0022229441882888577,0.05992986911928161,26.95968231456745,True
perturbed,0.6000000000000001,0.0037684387619856324,0.07429437635202293,19.71489548973761,0.0024016777364357575,0.06031503022618889,25.113706685602306,True
perturbed,0.6500000000000001,0.00404503783341909,0.07492431703427709,18.522525652361303,0.002576087497696564,0.060670504044715384,23.55141434402541,True
perturbed,0.7000000000000001,0.004315235958580385,0.07548641992684821,17.492999375098258,0.002745633686426295,0.06099485972892815,22.215221218500854,True
perturbed,0.7500000000000001,0.004578455604335626,0.07598014296136978,16.59514681968728,0.0029097858535033663,0.06128678658891432,21.062301376964,True
perturbed,0.8,0.004834131878317977,0.07640513876219283,15.805348444233548,0.0030680279942472575,0.06154510194824208,20.060150058488045,True
perturbed,0.8500000000000001,0.005081714317514804,0.07676124941628645,15.10538464386292,0.0032198645328452204,0.061768758115442725,19.183651201891095,True
perturbed,0.9000000000000001,0.005320669016649855,0.07704850002078971,14.480979700049653,0.003364826984338479,0.06195684833187491,18.413085909097806,True
perturbed,0.9500000000000001,0.005550481110662728,0.07726709107243378,13.920791645250386,0.0035024811265315405,0.06210861156799335,17.732746965434377,True
perturbed,1.0,0.005770657619214149,0.07741738977576244,13.415696248897397,0.0036324345148485582,0.062223436055268005,17.129953974645073,True
perturbed,1.05,0.005980730643903265,0.07749992036003302,12.958269645371198,0.003754344157141002,0.062300861461838136,16.59433947826491,True
perturbed,1.1,0.006180260886186968,0.07751535350762316,12.542407988127465,0.0038679241405775006,0.06234057964617086,16.11732220706456,True
perturbed,1.1500000000000001,0.006368841429520607,0.07746449500953476,12.16304344624979,0.003972952974059004,0.06234243395404416,15.69171202405435,True
